"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","NA's"
"Fibroblast_vascular_med_dist",0.0236463826910074,0.0799559912159516,0.103653441051562,0.11258353787008,0.135340494997295,0.391501512347373,0
"DUSP1",0.0231349206349206,0.0766206110565718,0.103290929716339,0.110514778436223,0.134598002122414,0.341826928658319,0
"Fibroblast_M1_contact",0.024969696969697,0.079228365246467,0.103128536025378,0.110174386404382,0.131364020728341,0.384731070125532,0
"CD4+ T cells_tumor_med_dist",0.0214714285714286,0.0762663171139766,0.102969620426218,0.113774575565156,0.1415737177296,0.386611531207219,0
"CD4+ T cells_tumor_contact",0.0243707463630613,0.0756786714498067,0.102748119534135,0.115555713473087,0.141980424449662,0.474133470840729,0
"Fibroblast_tumor_med_dist",0.0348872051623794,0.0793488831751002,0.102616369181112,0.110172244431762,0.133066776904261,0.412782655265718,0
"Vascular endothelial cells_M1_med_dist",0.0213506652487298,0.0751046665030876,0.100867432409065,0.11140683648771,0.133217937817421,0.381223670997099,0
"Tumor_prop",0.0105604395604396,0.0707019712953453,0.100826521747211,0.110074845319007,0.136304027989778,0.367934308736536,0
"Fibroblast_prop",0.0266414918414918,0.0745999817543426,0.100382553458856,0.110962682018889,0.135012441440754,0.333629157607798,0
"Vascular endothelial cells_assort",0.0181145299145299,0.0757920522668692,0.100334859244357,0.108553382106652,0.133828759448551,0.455153709167941,0
"CD8+ T cells_M1_med_dist",0.0212952380952381,0.0765378302951445,0.100162974717746,0.113456760122178,0.137474289571369,0.471052069244447,0
"Vascular endothelial cells_tumor_med_dist",0.0154179321822342,0.0781944078723048,0.100008678544033,0.108288790528489,0.130100175179975,0.368461100359428,0
"CD11b+ epithelial_vascular_contact",0.015485960591133,0.073292923577317,0.0999288566766448,0.111929004357009,0.134303443444267,0.673048925231681,0
"Unidentified_M1_med_dist",0.0150285714285714,0.0780613020321187,0.0997549276962012,0.102296844741031,0.1189341521332,0.278037322150273,0
"CD11b+ epithelial_vascular_med_dist",0.0279885714285714,0.0765413178618385,0.0997199331873302,0.107104256118998,0.131714029529287,0.294803803667404,0
"Neuroepithelial cells_assort",0.0199840759411092,0.0700773795099103,0.099661094034628,0.109226384075311,0.131848432435753,0.394605632405332,0
"Unidentified_tumor_med_dist",0.0205285714285714,0.0773618556647212,0.0985356942746866,0.108743890073412,0.131029338460731,0.365832470402212,0
"Neutrophils_assort",0.00711538461538461,0.0671441267524715,0.0983433425056575,0.108416999380162,0.137190851823148,0.345954928051809,0
